1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1.00000000	0.02927491	0.00000000	0.00000000	0.00000000	0.00000016	0.00000000	0.00000000	0.00000000
1.00000000	0.05854960	0.00000000	0.00000000	0.00000000	0.00000129	0.00000000	0.00000000	0.00000000
1.00000000	0.08782383	0.00000000	0.00000000	0.00000000	0.00000434	0.00000000	0.00000000	0.00000000
1.00000000	0.11709740	0.00000000	0.00000001	0.00000000	0.00001028	0.00000000	0.00000000	0.00000000
1.00000000	0.14637007	0.00000000	0.00000002	0.00000000	0.00002009	0.00000000	0.00000000	0.00000000
1.00000000	0.17564162	0.00000000	0.00000004	0.00000000	0.00003471	0.00000000	0.00000000	0.00000000
1.00000000	0.20491182	0.00000000	0.00000007	0.00000000	0.00005511	0.00000000	0.00000000	-0.00000000
1.00000000	0.23418046	0.00000000	0.00000012	0.00000000	0.00008227	0.00000000	0.00000000	-0.00000200
1.00000000	0.26344730	0.00000000	0.00000020	0.00000000	0.00011713	0.00000000	0.00000000	-0.00000500
1.00000000	0.29271213	0.00000000	0.00000030	0.00000000	0.00016067	0.00000000	0.00000000	-0.00001200
1.00000000	0.32197471	0.00000000	0.00000044	0.00000000	0.00021384	0.00000000	0.00000000	-0.00002600
1.00000000	0.35123484	0.00000000	0.00000062	0.00000000	0.00027761	0.00000000	0.00000000	-0.00005000
1.00000000	0.38049227	0.00000000	0.00000086	0.00000000	0.00035294	0.00000000	0.00000000	-0.00008500
1.00000000	0.40974679	0.00000000	0.00000116	0.00000000	0.00044079	0.00000000	0.00000000	-0.00013400
1.00000000	0.43899818	0.00000000	0.00000153	0.00000000	0.00054213	0.00000001	0.00000000	-0.00020100
1.00000000	0.46824621	0.00000000	0.00000197	0.00000000	0.00065790	0.00000001	0.00000000	-0.00028600
1.00000000	0.49749065	0.00000000	0.00000252	0.00000000	0.00078908	0.00000001	0.00000000	-0.00039100
1.00000000	0.52673128	0.00000000	0.00000316	0.00000000	0.00093662	0.00000001	0.00000000	-0.00051800
1.00000000	0.55596789	0.00000000	0.00000393	0.00000000	0.00110148	0.00000002	0.00000000	-0.00066700
1.00000000	0.58520024	0.00000000	0.00000482	0.00000000	0.00128461	0.00000002	0.00000000	-0.00083700
1.00000000	0.61442810	0.00000000	0.00000586	0.00000000	0.00148698	0.00000003	0.00000000	-0.00103000
1.00000000	0.64365127	0.00000000	0.00000705	0.00000000	0.00170955	0.00000004	0.00000000	-0.00124700
1.00000000	0.67286951	0.00000000	0.00000843	0.00000000	0.00195325	0.00000005	0.00000000	-0.00148800
1.00000000	0.70208260	0.00000000	0.00000999	0.00000000	0.00221906	0.00000006	0.00000000	-0.00175500
1.00000000	0.73129032	0.00000000	0.00001176	0.00000000	0.00250793	0.00000007	0.00000000	-0.00205000
1.00000000	0.76049244	0.00000000	0.00001376	0.00000000	0.00282080	0.00000009	0.00000000	-0.00237300
1.00000000	0.78968874	0.00000000	0.00001600	0.00000000	0.00315864	0.00000011	0.00000000	-0.00272700
1.00000000	0.81887899	0.00000000	0.00001850	0.00000000	0.00352239	0.00000013	0.00000000	-0.00311000
1.00000000	0.84806298	0.00000000	0.00002129	0.00000000	0.00391300	0.00000015	0.00000000	-0.00352400
1.00000000	0.87724048	0.00000000	0.00002438	0.00000000	0.00433142	0.00000018	0.00000000	-0.00396800
1.00000000	0.90641126	0.00000000	0.00002779	0.00000000	0.00477860	0.00000022	0.00000000	-0.00444400
1.00000000	0.93557511	0.00000000	0.00003156	0.00000000	0.00525549	0.00000025	0.00000000	-0.00491100
1.00000000	0.96473179	0.00000000	0.00003569	0.00000000	0.00576304	0.00000029	0.00000000	-0.00544000
1.00000000	0.99388109	0.00000000	0.00004021	0.00000000	0.00630218	0.00000034	0.00000000	-0.00601200
1.00000000	1.02302279	0.00000000	0.00004515	0.00000000	0.00687386	0.00000040	0.00000000	-0.00660700
1.00000000	1.05215665	0.00000000	0.00005053	0.00000000	0.00747903	0.00000045	0.00000000	-0.00723300
1.00000000	1.08128246	0.00000000	0.00005637	0.00000000	0.00811862	0.00000052	0.00000000	-0.00784200
1.00000000	1.11040000	0.00000000	0.00006272	0.00000000	0.00879357	0.00000060	0.00000000	-0.00854200
1.00000000	1.13950904	0.00000000	0.00006957	0.00000000	0.00950483	0.00000068	0.00000000	-0.00928200
1.00000000	1.16860935	0.00000000	0.00007698	0.00000000	0.01025333	0.00000077	0.00000000	-0.01004600
1.00000000	1.19770072	0.00000000	0.00008497	0.00000000	0.01104000	0.00000087	0.00000000	-0.01076300
1.00000000	1.22678293	0.00000000	0.00009355	0.00000000	0.01186578	0.00000098	0.00000000	-0.01156900
1.00000000	1.25585575	0.00000000	0.00010277	0.00000000	0.01273160	0.00000111	0.00000000	-0.01243300
1.00000000	1.28491895	0.00000000	0.00011266	0.00000000	0.01363840	0.00000124	0.00000000	-0.01329900
1.00000000	1.31397232	0.00000000	0.00012324	0.00000000	0.01458710	0.00000139	0.00000000	-0.01432100
1.00000000	1.34301563	0.00000000	0.00013455	0.00000000	0.01557863	0.00000155	0.00000000	-0.01518500
1.00000000	1.37204866	0.00000000	0.00014662	0.00000000	0.01661391	0.00000172	0.00000000	-0.01607700
1.00000000	1.40107120	0.00000000	0.00015949	0.00000000	0.01769388	0.00000192	0.00000000	-0.01710300
1.00000000	1.43008300	0.00000000	0.00017318	0.00000000	0.01881945	0.00000212	0.00000000	-0.01814100
1.00000000	1.45908387	0.00000000	0.00018773	0.00000000	0.01999154	0.00000235	0.00000000	-0.01922400
1.00000000	1.48807356	0.00000000	0.00020318	0.00000000	0.02121108	0.00000259	0.00000000	-0.02026500
1.00000000	1.51705187	0.00000000	0.00021956	0.00000000	0.02247898	0.00000286	0.00000000	-0.02139500
1.00000000	1.54601857	0.00000000	0.00023691	0.00000000	0.02379616	0.00000314	0.00000000	-0.02255300
1.00000000	1.57497343	0.00000000	0.00025527	0.00000000	0.02516353	0.00000345	0.00000000	-0.02368900
1.00000000	1.60391624	0.00000000	0.00027467	0.00000000	0.02658200	0.00000378	0.00000000	-0.02490000
1.00000000	1.63284677	0.00000000	0.00029516	0.00000000	0.02805248	0.00000414	0.00000000	-0.02614400
1.00000000	1.66176481	0.00000000	0.00031676	0.00000000	0.02957589	0.00000452	0.00000000	-0.02735500
1.00000000	1.69067012	0.00000000	0.00033954	0.00000000	0.03115312	0.00000493	0.00000000	-0.02865000
1.00000000	1.71956250	0.00000000	0.00036351	0.00000000	0.03278508	0.00000537	0.00000000	-0.02992600
1.00000000	1.74844172	0.00000000	0.00038873	0.00000000	0.03447267	0.00000584	0.00000000	-0.03127800
1.00000000	1.77730755	0.00000000	0.00041524	0.00000000	0.03621679	0.00000634	0.00000000	-0.03260900
1.00000000	1.80615978	0.00000000	0.00044307	0.00000000	0.03801834	0.00000687	0.00000000	-0.03401200
1.00000000	1.83499819	0.00000000	0.00047228	0.00000000	0.03987822	0.00000745	0.00000000	-0.03539200
1.00000000	1.86382255	0.00000000	0.00050291	0.00000000	0.04179731	0.00000806	0.00000000	-0.03684500
1.00000000	1.89263265	0.00000000	0.00053499	0.00000000	0.04377650	0.00000870	0.00000000	-0.03827300
1.00000000	1.92142826	0.00000000	0.00056859	0.00000000	0.04581670	0.00000939	0.00000000	-0.03972600
1.00000000	1.95020917	0.00000000	0.00060374	0.00000000	0.04791877	0.00001012	0.00000000	-0.04121200
1.00000000	1.97897515	0.00000000	0.00064049	0.00000000	0.05008361	0.00001090	0.00000000	-0.04272800
1.00000000	2.00772598	0.00000000	0.00067888	0.00000000	0.05231209	0.00001173	0.00000000	-0.04431300
1.00000000	2.03646145	0.00000000	0.00071898	0.00000000	0.05460510	0.00001260	0.00000000	-0.04586500
1.00000000	2.06518133	0.00000000	0.00076081	0.00000000	0.05696351	0.00001352	0.00000000	-0.04742900
1.00000000	2.09388541	0.00000000	0.00080444	0.00000000	0.05938820	0.00001450	0.00000000	-0.04902700
1.00000000	2.12257345	0.00000000	0.00084992	0.00000000	0.06188003	0.00001553	0.00000000	-0.05064800
1.00000000	2.15124526	0.00000000	0.00089728	0.00000000	0.06443987	0.00001662	0.00000000	-0.05224700
1.00000000	2.17990060	0.00000000	0.00094660	0.00000000	0.06706860	0.00001778	0.00000000	-0.05392200
